smoothing,threshold,merge_gap_sec,min_duration_sec,min_windows,confidence_density,global_mpp,avg_event_f1,std_event_f1,fold_count
5,0.5,60,10,5,0.0,0.6,0.4955,0.1777,3
5,0.5,60,10,5,0.1,0.3,0.4955,0.1777,3
5,0.5,60,10,5,0.1,0.4,0.4955,0.1777,3
5,0.5,60,10,2,0.1,0.3,0.4955,0.1777,3
5,0.5,60,10,2,0.1,0.4,0.4955,0.1777,3
5,0.5,60,10,2,0.1,0.5,0.4955,0.1777,3
5,0.5,60,10,2,0.1,0.6,0.4955,0.1777,3
5,0.5,60,10,2,0.2,0.3,0.4955,0.1777,3
5,0.5,60,10,2,0.2,0.4,0.4955,0.1777,3
5,0.5,60,10,2,0.2,0.5,0.4955,0.1777,3
5,0.5,60,10,2,0.2,0.6,0.4955,0.1777,3
5,0.5,60,10,3,0.0,0.3,0.4955,0.1777,3
5,0.5,60,10,3,0.0,0.4,0.4955,0.1777,3
5,0.5,60,10,3,0.0,0.5,0.4955,0.1777,3
5,0.5,60,10,3,0.0,0.6,0.4955,0.1777,3
5,0.5,60,10,3,0.1,0.3,0.4955,0.1777,3
5,0.5,60,10,3,0.1,0.4,0.4955,0.1777,3
5,0.5,60,10,3,0.1,0.5,0.4955,0.1777,3
5,0.5,60,10,3,0.1,0.6,0.4955,0.1777,3
5,0.5,60,10,2,0.0,0.3,0.4955,0.1777,3
5,0.5,60,10,2,0.0,0.4,0.4955,0.1777,3
5,0.5,60,10,2,0.0,0.5,0.4955,0.1777,3
7,0.5,30,20,5,0.2,0.5,0.4955,0.1777,3
7,0.5,30,20,3,0.2,0.4,0.4955,0.1777,3
7,0.5,30,20,3,0.2,0.5,0.4955,0.1777,3
7,0.5,30,20,5,0.0,0.3,0.4955,0.1777,3
7,0.5,30,20,5,0.0,0.4,0.4955,0.1777,3
7,0.5,30,20,5,0.0,0.5,0.4955,0.1777,3
7,0.5,30,20,5,0.1,0.3,0.4955,0.1777,3
7,0.5,30,20,5,0.1,0.4,0.4955,0.1777,3
7,0.5,30,20,5,0.1,0.5,0.4955,0.1777,3
7,0.5,30,20,5,0.2,0.3,0.4955,0.1777,3
7,0.5,30,20,5,0.2,0.4,0.4955,0.1777,3
7,0.5,30,20,2,0.2,0.3,0.4955,0.1777,3
7,0.5,30,20,2,0.2,0.4,0.4955,0.1777,3
15,0.3,30,30,3,0.2,0.4,0.4955,0.1777,3
15,0.3,30,30,2,0.0,0.4,0.4955,0.1777,3
15,0.3,30,30,5,0.1,0.4,0.4955,0.1777,3
15,0.3,30,30,5,0.2,0.4,0.4955,0.1777,3
11,0.4,30,20,5,0.2,0.4,0.4955,0.1777,3
11,0.4,30,20,5,0.2,0.5,0.4955,0.1777,3
11,0.4,30,20,3,0.0,0.5,0.4955,0.1777,3
11,0.4,30,20,3,0.1,0.5,0.4955,0.1777,3
11,0.4,30,20,3,0.2,0.3,0.4955,0.1777,3
11,0.4,30,20,3,0.2,0.4,0.4955,0.1777,3
11,0.4,30,20,3,0.2,0.5,0.4955,0.1777,3
11,0.4,30,20,5,0.0,0.5,0.4955,0.1777,3
11,0.4,30,20,2,0.0,0.5,0.4955,0.1777,3
11,0.4,30,20,2,0.1,0.5,0.4955,0.1777,3
11,0.4,30,20,2,0.2,0.3,0.4955,0.1777,3
11,0.4,30,20,2,0.2,0.4,0.4955,0.1777,3
11,0.4,30,20,2,0.2,0.5,0.4955,0.1777,3
5,0.5,60,10,2,0.0,0.6,0.4955,0.1777,3
5,0.5,45,10,3,0.2,0.6,0.4955,0.1777,3
5,0.5,45,10,3,0.2,0.4,0.4955,0.1777,3
5,0.5,45,10,3,0.2,0.5,0.4955,0.1777,3
5,0.5,45,10,5,0.2,0.3,0.4955,0.1777,3
5,0.5,45,10,5,0.2,0.4,0.4955,0.1777,3
5,0.5,45,10,5,0.2,0.5,0.4955,0.1777,3
5,0.5,45,10,5,0.2,0.6,0.4955,0.1777,3
5,0.5,45,10,2,0.2,0.5,0.4955,0.1777,3
5,0.5,45,10,2,0.2,0.6,0.4955,0.1777,3
5,0.5,45,10,3,0.2,0.3,0.4955,0.1777,3
5,0.5,45,10,2,0.2,0.4,0.4955,0.1777,3
5,0.5,30,20,5,0.2,0.4,0.4955,0.1777,3
5,0.5,30,20,5,0.2,0.5,0.4955,0.1777,3
5,0.5,30,20,5,0.2,0.6,0.4955,0.1777,3
5,0.5,30,20,5,0.1,0.6,0.4955,0.1777,3
5,0.5,30,20,5,0.2,0.3,0.4955,0.1777,3
5,0.5,30,20,3,0.2,0.4,0.4955,0.1777,3
5,0.5,30,20,3,0.2,0.5,0.4955,0.1777,3
5,0.5,30,20,3,0.2,0.6,0.4955,0.1777,3
5,0.5,30,20,5,0.0,0.3,0.4955,0.1777,3
5,0.5,30,20,5,0.0,0.4,0.4955,0.1777,3
5,0.5,30,20,5,0.0,0.5,0.4955,0.1777,3
5,0.5,30,20,5,0.0,0.6,0.4955,0.1777,3
5,0.5,30,20,5,0.1,0.3,0.4955,0.1777,3
5,0.5,30,20,5,0.1,0.4,0.4955,0.1777,3
5,0.5,30,20,5,0.1,0.5,0.4955,0.1777,3
11,0.4,45,20,3,0.1,0.4,0.4955,0.1777,3
11,0.4,45,20,2,0.0,0.3,0.4955,0.1777,3
11,0.4,45,20,2,0.0,0.4,0.4955,0.1777,3
5,0.5,30,20,3,0.0,0.4,0.4955,0.1777,3
5,0.5,30,20,3,0.0,0.5,0.4955,0.1777,3
5,0.5,30,20,3,0.0,0.6,0.4955,0.1777,3
5,0.5,30,20,3,0.1,0.3,0.4955,0.1777,3
15,0.3,60,30,2,0.2,0.3,0.4955,0.1777,3
15,0.3,60,30,3,0.0,0.3,0.4955,0.1777,3
15,0.3,60,30,3,0.1,0.3,0.4955,0.1777,3
15,0.3,60,30,3,0.2,0.3,0.4955,0.1777,3
15,0.3,60,30,5,0.0,0.3,0.4955,0.1777,3
15,0.3,60,30,5,0.1,0.3,0.4955,0.1777,3
15,0.3,60,30,5,0.2,0.3,0.4955,0.1777,3
5,0.5,45,10,2,0.2,0.3,0.4955,0.1777,3
5,0.5,30,20,3,0.1,0.5,0.4955,0.1777,3
5,0.5,30,20,3,0.1,0.6,0.4955,0.1777,3
5,0.5,30,20,3,0.2,0.3,0.4955,0.1777,3
11,0.4,45,20,2,0.1,0.3,0.4955,0.1777,3
11,0.4,45,20,2,0.1,0.4,0.4955,0.1777,3
5,0.5,30,20,2,0.0,0.3,0.4955,0.1777,3
5,0.5,30,20,2,0.0,0.4,0.4955,0.1777,3
5,0.5,30,20,2,0.0,0.5,0.4955,0.1777,3
5,0.5,30,20,2,0.0,0.6,0.4955,0.1777,3
5,0.5,30,20,2,0.1,0.3,0.4955,0.1777,3
5,0.5,30,20,2,0.1,0.4,0.4955,0.1777,3
5,0.5,30,20,2,0.1,0.5,0.4955,0.1777,3
5,0.5,30,20,2,0.1,0.6,0.4955,0.1777,3
15,0.3,60,30,2,0.0,0.3,0.4955,0.1777,3
15,0.3,60,30,2,0.1,0.3,0.4955,0.1777,3
7,0.5,60,20,5,0.0,0.3,0.4955,0.1777,3
5,0.5,60,10,5,0.1,0.6,0.4955,0.1777,3
7,0.3,30,30,3,0.1,0.4,0.4955,0.1777,3
15,0.3,20,30,5,0.2,0.4,0.4955,0.1777,3
15,0.3,45,30,2,0.0,0.3,0.4955,0.1777,3
7,0.5,30,20,2,0.0,0.5,0.4955,0.1777,3
5,0.5,30,20,2,0.2,0.3,0.4955,0.1777,3
5,0.5,30,20,2,0.2,0.4,0.4955,0.1777,3
5,0.5,30,20,2,0.2,0.5,0.4955,0.1777,3
5,0.5,30,20,2,0.2,0.6,0.4955,0.1777,3
5,0.5,30,20,3,0.0,0.3,0.4955,0.1777,3
11,0.4,45,20,5,0.1,0.3,0.4955,0.1777,3
11,0.4,45,20,5,0.1,0.4,0.4955,0.1777,3
7,0.5,60,10,2,0.1,0.4,0.4955,0.1777,3
7,0.5,60,10,2,0.1,0.5,0.4955,0.1777,3
11,0.4,60,20,2,0.0,0.4,0.4955,0.1777,3
11,0.4,60,20,3,0.1,0.3,0.4955,0.1777,3
5,0.5,30,20,3,0.1,0.4,0.4955,0.1777,3
11,0.4,60,20,3,0.1,0.4,0.4955,0.1777,3
7,0.5,30,20,2,0.0,0.3,0.4955,0.1777,3
7,0.5,60,10,3,0.1,0.5,0.4955,0.1777,3
7,0.5,60,10,2,0.0,0.3,0.4955,0.1777,3
7,0.5,60,10,2,0.0,0.4,0.4955,0.1777,3
7,0.5,60,10,2,0.0,0.5,0.4955,0.1777,3
7,0.5,60,10,2,0.1,0.3,0.4955,0.1777,3
7,0.3,30,30,3,0.1,0.5,0.4955,0.1777,3
7,0.3,30,30,3,0.2,0.4,0.4955,0.1777,3
7,0.3,30,30,3,0.2,0.5,0.4955,0.1777,3
11,0.4,45,20,3,0.0,0.3,0.4955,0.1777,3
11,0.4,45,20,3,0.0,0.4,0.4955,0.1777,3
11,0.4,45,20,3,0.1,0.3,0.4955,0.1777,3
7,0.3,45,30,3,0.2,0.5,0.4955,0.1777,3
7,0.5,60,10,3,0.0,0.3,0.4955,0.1777,3
7,0.5,60,10,3,0.0,0.4,0.4955,0.1777,3
7,0.5,60,10,3,0.0,0.5,0.4955,0.1777,3
7,0.5,60,10,3,0.1,0.3,0.4955,0.1777,3
7,0.5,60,10,3,0.1,0.4,0.4955,0.1777,3
7,0.3,45,30,5,0.0,0.5,0.4955,0.1777,3
7,0.3,45,30,5,0.1,0.5,0.4955,0.1777,3
7,0.3,45,30,5,0.2,0.5,0.4955,0.1777,3
7,0.5,60,10,5,0.1,0.4,0.4955,0.1777,3
7,0.5,60,10,5,0.1,0.5,0.4955,0.1777,3
7,0.3,45,30,2,0.0,0.5,0.4955,0.1777,3
7,0.3,45,30,2,0.1,0.5,0.4955,0.1777,3
15,0.3,45,30,5,0.0,0.3,0.4955,0.1777,3
15,0.3,45,30,5,0.1,0.3,0.4955,0.1777,3
15,0.3,20,30,2,0.0,0.4,0.4955,0.1777,3
7,0.3,45,30,2,0.2,0.5,0.4955,0.1777,3
7,0.3,45,30,3,0.0,0.5,0.4955,0.1777,3
7,0.3,45,30,3,0.1,0.5,0.4955,0.1777,3
15,0.3,45,30,2,0.1,0.3,0.4955,0.1777,3
15,0.3,45,30,2,0.2,0.3,0.4955,0.1777,3
15,0.3,45,30,5,0.2,0.3,0.4955,0.1777,3
15,0.3,45,30,3,0.0,0.3,0.4955,0.1777,3
15,0.3,45,30,3,0.1,0.3,0.4955,0.1777,3
15,0.3,45,30,3,0.2,0.3,0.4955,0.1777,3
7,0.5,60,10,5,0.0,0.5,0.4955,0.1777,3
7,0.5,60,10,5,0.1,0.3,0.4955,0.1777,3
15,0.3,30,30,3,0.0,0.4,0.4955,0.1777,3
15,0.3,30,30,3,0.1,0.4,0.4955,0.1777,3
11,0.4,45,20,5,0.0,0.3,0.4955,0.1777,3
11,0.4,45,20,5,0.0,0.4,0.4955,0.1777,3
7,0.5,60,20,2,0.1,0.4,0.4955,0.1777,3
7,0.5,60,20,2,0.1,0.5,0.4955,0.1777,3
15,0.3,20,30,2,0.1,0.4,0.4955,0.1777,3
7,0.5,60,10,5,0.0,0.3,0.4955,0.1777,3
7,0.5,60,10,5,0.0,0.4,0.4955,0.1777,3
7,0.5,60,20,2,0.1,0.3,0.4955,0.1777,3
15,0.3,20,30,2,0.2,0.4,0.4955,0.1777,3
15,0.3,20,30,3,0.0,0.4,0.4955,0.1777,3
7,0.5,60,20,2,0.0,0.3,0.4955,0.1777,3
7,0.5,60,20,2,0.0,0.4,0.4955,0.1777,3
7,0.5,60,20,2,0.0,0.5,0.4955,0.1777,3
7,0.5,60,20,5,0.1,0.3,0.4955,0.1777,3
7,0.5,60,20,5,0.1,0.4,0.4955,0.1777,3
7,0.5,60,20,5,0.1,0.5,0.4955,0.1777,3
7,0.5,60,20,3,0.0,0.3,0.4955,0.1777,3
7,0.5,60,20,3,0.0,0.4,0.4955,0.1777,3
7,0.5,60,20,3,0.0,0.5,0.4955,0.1777,3
7,0.5,60,20,3,0.1,0.3,0.4955,0.1777,3
7,0.5,60,20,3,0.1,0.4,0.4955,0.1777,3
7,0.5,60,20,3,0.1,0.5,0.4955,0.1777,3
15,0.3,20,30,5,0.1,0.4,0.4955,0.1777,3
15,0.3,20,30,3,0.1,0.4,0.4955,0.1777,3
15,0.3,20,30,3,0.2,0.4,0.4955,0.1777,3
7,0.3,30,30,2,0.0,0.4,0.4955,0.1777,3
7,0.5,30,20,2,0.1,0.3,0.4955,0.1777,3
7,0.5,30,20,2,0.1,0.4,0.4955,0.1777,3
7,0.5,30,20,2,0.1,0.5,0.4955,0.1777,3
11,0.4,30,20,5,0.1,0.5,0.4955,0.1777,3
11,0.4,30,20,5,0.2,0.3,0.4955,0.1777,3
7,0.5,30,20,3,0.0,0.4,0.4955,0.1777,3
7,0.5,30,20,3,0.0,0.5,0.4955,0.1777,3
7,0.5,30,20,3,0.1,0.3,0.4955,0.1777,3
7,0.5,30,20,3,0.1,0.4,0.4955,0.1777,3
7,0.5,30,20,3,0.1,0.5,0.4955,0.1777,3
7,0.5,30,20,2,0.2,0.5,0.4955,0.1777,3
7,0.5,30,20,3,0.0,0.3,0.4955,0.1777,3
15,0.3,30,30,5,0.0,0.4,0.4955,0.1777,3
5,0.5,60,10,5,0.1,0.5,0.4955,0.1777,3
7,0.5,30,20,3,0.2,0.3,0.4955,0.1777,3
7,0.3,30,30,2,0.1,0.4,0.4955,0.1777,3
7,0.5,60,20,5,0.0,0.4,0.4955,0.1777,3
7,0.5,60,20,5,0.0,0.5,0.4955,0.1777,3
11,0.4,60,20,5,0.0,0.3,0.4955,0.1777,3
11,0.4,60,20,5,0.0,0.4,0.4955,0.1777,3
11,0.4,60,20,5,0.1,0.3,0.4955,0.1777,3
11,0.4,60,20,5,0.1,0.4,0.4955,0.1777,3
7,0.3,30,30,5,0.1,0.4,0.4955,0.1777,3
7,0.3,30,30,5,0.1,0.5,0.4955,0.1777,3
7,0.3,30,30,5,0.2,0.4,0.4955,0.1777,3
7,0.3,30,30,5,0.2,0.5,0.4955,0.1777,3
7,0.3,30,30,2,0.2,0.4,0.4955,0.1777,3
7,0.3,30,30,2,0.2,0.5,0.4955,0.1777,3
7,0.3,30,30,3,0.0,0.4,0.4955,0.1777,3
7,0.3,30,30,3,0.0,0.5,0.4955,0.1777,3
7,0.5,30,20,2,0.0,0.4,0.4955,0.1777,3
7,0.3,90,30,5,0.0,0.3,0.4944,0.1765,3
7,0.3,90,30,3,0.1,0.3,0.4944,0.1765,3
7,0.3,90,30,2,0.1,0.3,0.4944,0.1765,3
7,0.3,90,30,2,0.0,0.3,0.4944,0.1765,3
7,0.3,90,30,5,0.1,0.3,0.4944,0.1765,3
7,0.3,90,30,3,0.0,0.3,0.4944,0.1765,3
11,0.3,20,10,2,0.1,0.6,0.493,0.1378,3
11,0.3,20,10,5,0.1,0.6,0.493,0.1378,3
11,0.3,20,10,3,0.2,0.6,0.493,0.1378,3
11,0.3,20,10,5,0.0,0.6,0.493,0.1378,3
11,0.3,20,10,3,0.0,0.6,0.493,0.1378,3
11,0.4,20,10,2,0.0,0.6,0.493,0.1378,3
11,0.4,20,10,2,0.2,0.6,0.493,0.1378,3
11,0.3,20,10,5,0.2,0.6,0.493,0.1378,3
7,0.4,30,20,3,0.1,0.6,0.493,0.1378,3
7,0.4,30,20,5,0.2,0.6,0.493,0.1378,3
11,0.4,20,10,5,0.1,0.6,0.493,0.1378,3
11,0.4,20,10,5,0.2,0.6,0.493,0.1378,3
11,0.4,20,10,5,0.0,0.6,0.493,0.1378,3
11,0.4,20,10,3,0.1,0.6,0.493,0.1378,3
11,0.4,30,10,5,0.1,0.6,0.493,0.1378,3
11,0.3,20,10,3,0.1,0.6,0.493,0.1378,3
11,0.3,20,10,2,0.0,0.6,0.493,0.1378,3
11,0.4,30,10,3,0.2,0.6,0.493,0.1378,3
7,0.4,30,20,2,0.0,0.6,0.493,0.1378,3
11,0.3,20,10,2,0.2,0.6,0.493,0.1378,3
11,0.4,30,10,2,0.2,0.6,0.493,0.1378,3
11,0.4,30,10,2,0.1,0.6,0.493,0.1378,3
7,0.4,30,20,2,0.1,0.6,0.493,0.1378,3
11,0.4,30,10,5,0.2,0.6,0.493,0.1378,3
11,0.4,30,10,2,0.0,0.6,0.493,0.1378,3
7,0.3,20,20,3,0.0,0.6,0.493,0.1378,3
7,0.3,20,20,5,0.2,0.6,0.493,0.1378,3
7,0.3,20,20,2,0.2,0.6,0.493,0.1378,3
7,0.3,20,20,2,0.1,0.6,0.493,0.1378,3
7,0.3,20,20,5,0.1,0.6,0.493,0.1378,3
7,0.3,20,20,2,0.0,0.6,0.493,0.1378,3
7,0.3,20,20,3,0.2,0.6,0.493,0.1378,3
7,0.3,20,20,3,0.1,0.6,0.493,0.1378,3
11,0.4,30,10,3,0.1,0.6,0.493,0.1378,3
11,0.4,30,10,3,0.0,0.6,0.493,0.1378,3
7,0.4,30,20,3,0.2,0.6,0.493,0.1378,3
7,0.4,30,20,2,0.2,0.6,0.493,0.1378,3
7,0.4,30,20,3,0.0,0.6,0.493,0.1378,3
7,0.3,20,20,5,0.0,0.6,0.493,0.1378,3
7,0.4,30,20,5,0.0,0.6,0.493,0.1378,3
11,0.4,20,10,3,0.2,0.6,0.493,0.1378,3
11,0.4,20,10,2,0.1,0.6,0.493,0.1378,3
11,0.4,20,10,3,0.0,0.6,0.493,0.1378,3
7,0.4,30,20,5,0.1,0.6,0.493,0.1378,3
11,0.4,30,10,5,0.0,0.6,0.493,0.1378,3
7,0.5,20,10,5,0.2,0.4,0.4922,0.1665,3
7,0.5,20,10,3,0.0,0.5,0.4922,0.1665,3
7,0.5,20,10,5,0.2,0.5,0.4922,0.1665,3
7,0.5,20,10,3,0.0,0.3,0.4922,0.1665,3
7,0.5,20,10,3,0.1,0.4,0.4922,0.1665,3
7,0.5,20,10,3,0.1,0.5,0.4922,0.1665,3
7,0.5,20,10,5,0.0,0.5,0.4922,0.1665,3
7,0.5,20,10,5,0.1,0.5,0.4922,0.1665,3
7,0.5,20,10,5,0.1,0.4,0.4922,0.1665,3
7,0.5,20,10,5,0.1,0.3,0.4922,0.1665,3
7,0.5,20,10,3,0.1,0.3,0.4922,0.1665,3
7,0.5,20,10,3,0.0,0.4,0.4922,0.1665,3
11,0.4,20,20,5,0.1,0.3,0.4922,0.1665,3
11,0.4,20,20,5,0.1,0.4,0.4922,0.1665,3
11,0.4,20,20,2,0.0,0.3,0.4922,0.1665,3
7,0.5,20,10,3,0.2,0.5,0.4922,0.1665,3
11,0.4,20,20,2,0.1,0.3,0.4922,0.1665,3
11,0.4,20,20,2,0.0,0.4,0.4922,0.1665,3
7,0.5,20,10,3,0.2,0.4,0.4922,0.1665,3
11,0.4,20,20,2,0.1,0.4,0.4922,0.1665,3
7,0.5,20,10,2,0.0,0.3,0.4922,0.1665,3
7,0.5,20,10,2,0.2,0.4,0.4922,0.1665,3
7,0.5,20,10,3,0.2,0.3,0.4922,0.1665,3
11,0.4,20,20,5,0.0,0.4,0.4922,0.1665,3
11,0.4,20,20,5,0.0,0.3,0.4922,0.1665,3
11,0.4,20,20,3,0.0,0.4,0.4922,0.1665,3
11,0.4,20,20,3,0.0,0.3,0.4922,0.1665,3
11,0.4,20,20,3,0.1,0.3,0.4922,0.1665,3
11,0.4,20,20,3,0.1,0.4,0.4922,0.1665,3
7,0.5,20,10,2,0.2,0.5,0.4922,0.1665,3
7,0.5,20,10,2,0.2,0.3,0.4922,0.1665,3
7,0.5,20,10,2,0.1,0.4,0.4922,0.1665,3
7,0.5,20,10,5,0.2,0.3,0.4922,0.1665,3
7,0.5,20,10,2,0.1,0.5,0.4922,0.1665,3
7,0.5,20,10,5,0.0,0.3,0.4922,0.1665,3
7,0.5,20,10,2,0.0,0.4,0.4922,0.1665,3
7,0.5,20,10,2,0.0,0.5,0.4922,0.1665,3
7,0.5,20,10,5,0.0,0.4,0.4922,0.1665,3
7,0.5,20,10,2,0.1,0.3,0.4922,0.1665,3
7,0.3,60,10,2,0.1,0.6,0.492,0.137,3
7,0.3,60,10,5,0.1,0.6,0.492,0.137,3
7,0.3,60,10,2,0.2,0.6,0.492,0.137,3
7,0.3,60,10,3,0.1,0.6,0.492,0.137,3
15,0.3,60,10,2,0.0,0.5,0.492,0.137,3
7,0.3,60,10,3,0.0,0.6,0.492,0.137,3
15,0.3,60,10,3,0.1,0.5,0.492,0.137,3
7,0.3,60,10,5,0.2,0.6,0.492,0.137,3
15,0.3,60,10,2,0.2,0.5,0.492,0.137,3
15,0.3,45,10,5,0.0,0.5,0.492,0.137,3
15,0.3,45,10,5,0.2,0.5,0.492,0.137,3
15,0.3,45,10,5,0.1,0.5,0.492,0.137,3
7,0.3,60,10,5,0.0,0.6,0.492,0.137,3
15,0.3,45,10,3,0.0,0.5,0.492,0.137,3
15,0.3,45,10,3,0.1,0.5,0.492,0.137,3
15,0.3,45,10,3,0.2,0.5,0.492,0.137,3
15,0.3,60,10,2,0.1,0.5,0.492,0.137,3
15,0.3,60,10,3,0.0,0.5,0.492,0.137,3
7,0.3,60,10,3,0.2,0.6,0.492,0.137,3
15,0.3,60,10,5,0.0,0.5,0.492,0.137,3
15,0.3,60,10,5,0.1,0.5,0.492,0.137,3
15,0.3,60,10,3,0.2,0.5,0.492,0.137,3
15,0.3,45,10,2,0.1,0.5,0.492,0.137,3
15,0.3,60,10,5,0.2,0.5,0.492,0.137,3
7,0.3,90,10,3,0.0,0.6,0.492,0.137,3
15,0.3,45,10,2,0.0,0.5,0.492,0.137,3
7,0.3,90,10,3,0.1,0.6,0.492,0.137,3
7,0.3,90,10,2,0.0,0.6,0.492,0.137,3
7,0.3,90,10,5,0.1,0.6,0.492,0.137,3
7,0.3,90,10,2,0.1,0.6,0.492,0.137,3
7,0.3,90,10,5,0.0,0.6,0.492,0.137,3
15,0.3,45,10,2,0.2,0.5,0.492,0.137,3
7,0.3,60,10,2,0.0,0.6,0.492,0.137,3
15,0.3,45,10,2,0.2,0.3,0.4914,0.1355,3
15,0.3,60,10,5,0.2,0.3,0.4914,0.1355,3
15,0.3,60,10,5,0.1,0.3,0.4914,0.1355,3
15,0.3,60,10,2,0.1,0.3,0.4914,0.1355,3
15,0.3,45,10,5,0.0,0.3,0.4914,0.1355,3
15,0.3,45,10,5,0.1,0.3,0.4914,0.1355,3
15,0.3,45,10,3,0.0,0.3,0.4914,0.1355,3
15,0.3,45,10,5,0.2,0.3,0.4914,0.1355,3
15,0.3,60,10,3,0.0,0.3,0.4914,0.1355,3
15,0.3,45,10,3,0.2,0.3,0.4914,0.1355,3
15,0.3,45,10,2,0.0,0.3,0.4914,0.1355,3
15,0.3,45,10,3,0.1,0.3,0.4914,0.1355,3
15,0.3,60,10,5,0.0,0.3,0.4914,0.1355,3
15,0.3,45,10,2,0.1,0.3,0.4914,0.1355,3
15,0.3,60,10,3,0.2,0.3,0.4914,0.1355,3
15,0.3,60,10,2,0.0,0.3,0.4914,0.1355,3
15,0.3,60,10,2,0.2,0.3,0.4914,0.1355,3
15,0.3,60,10,3,0.1,0.3,0.4914,0.1355,3
7,0.4,20,10,3,0.0,0.3,0.4901,0.1268,3
7,0.4,20,10,3,0.1,0.4,0.4901,0.1268,3
7,0.4,20,10,2,0.2,0.3,0.4901,0.1268,3
7,0.4,20,10,3,0.1,0.3,0.4901,0.1268,3
7,0.4,20,10,3,0.0,0.4,0.4901,0.1268,3
7,0.4,20,10,5,0.0,0.3,0.4901,0.1268,3
7,0.4,20,10,2,0.0,0.4,0.4901,0.1268,3
7,0.4,20,10,2,0.1,0.3,0.4901,0.1268,3
7,0.4,20,10,2,0.1,0.4,0.4901,0.1268,3
7,0.4,20,10,5,0.0,0.4,0.4901,0.1268,3
7,0.4,20,10,3,0.2,0.3,0.4901,0.1268,3
7,0.4,20,10,3,0.2,0.4,0.4901,0.1268,3
7,0.4,20,10,2,0.2,0.4,0.4901,0.1268,3
7,0.4,30,10,2,0.2,0.4,0.4901,0.1268,3
7,0.4,20,10,2,0.0,0.3,0.4901,0.1268,3
7,0.4,30,10,5,0.2,0.3,0.4901,0.1268,3
7,0.4,30,10,5,0.1,0.5,0.4901,0.1268,3
7,0.4,30,10,5,0.0,0.5,0.4901,0.1268,3
7,0.4,30,10,3,0.2,0.3,0.4901,0.1268,3
7,0.4,30,10,2,0.0,0.3,0.4901,0.1268,3
7,0.4,30,10,5,0.0,0.4,0.4901,0.1268,3
7,0.4,30,10,3,0.1,0.5,0.4901,0.1268,3
7,0.4,30,10,5,0.1,0.3,0.4901,0.1268,3
7,0.4,30,10,5,0.1,0.4,0.4901,0.1268,3
7,0.4,30,10,3,0.1,0.4,0.4901,0.1268,3
7,0.4,30,10,3,0.0,0.3,0.4901,0.1268,3
7,0.4,30,10,3,0.1,0.3,0.4901,0.1268,3
7,0.4,30,10,3,0.0,0.5,0.4901,0.1268,3
7,0.4,30,10,3,0.0,0.4,0.4901,0.1268,3
7,0.4,30,10,2,0.0,0.4,0.4901,0.1268,3
7,0.4,30,10,5,0.2,0.5,0.4901,0.1268,3
7,0.4,30,10,2,0.2,0.5,0.4901,0.1268,3
7,0.4,30,10,2,0.0,0.5,0.4901,0.1268,3
7,0.4,30,10,2,0.2,0.3,0.4901,0.1268,3
7,0.4,30,10,2,0.1,0.3,0.4901,0.1268,3
7,0.4,30,10,2,0.1,0.4,0.4901,0.1268,3
7,0.4,30,10,5,0.2,0.4,0.4901,0.1268,3
7,0.4,30,10,5,0.0,0.3,0.4901,0.1268,3
7,0.4,30,10,3,0.2,0.5,0.4901,0.1268,3
7,0.4,30,10,3,0.2,0.4,0.4901,0.1268,3
7,0.4,20,10,5,0.1,0.3,0.4901,0.1268,3
7,0.4,20,10,5,0.1,0.4,0.4901,0.1268,3
7,0.4,20,10,5,0.2,0.3,0.4901,0.1268,3
7,0.4,20,10,5,0.2,0.4,0.4901,0.1268,3
7,0.4,30,10,2,0.1,0.5,0.4901,0.1268,3
11,0.5,60,20,3,0.0,0.5,0.4895,0.1844,3
11,0.5,60,20,3,0.0,0.3,0.4895,0.1844,3
11,0.5,60,20,2,0.1,0.5,0.4895,0.1844,3
11,0.5,60,20,5,0.0,0.4,0.4895,0.1844,3
11,0.5,60,20,5,0.0,0.3,0.4895,0.1844,3
11,0.5,60,20,5,0.0,0.5,0.4895,0.1844,3
11,0.5,60,20,3,0.0,0.4,0.4895,0.1844,3
5,0.6,90,10,2,0.1,0.5,0.4895,0.1844,3
5,0.6,90,10,2,0.1,0.4,0.4895,0.1844,3
5,0.6,90,10,2,0.1,0.3,0.4895,0.1844,3
5,0.6,90,10,2,0.0,0.7,0.4895,0.1844,3
5,0.6,90,10,3,0.1,0.3,0.4895,0.1844,3
5,0.6,90,10,3,0.0,0.7,0.4895,0.1844,3
5,0.6,90,10,3,0.0,0.6,0.4895,0.1844,3
5,0.6,90,10,3,0.0,0.5,0.4895,0.1844,3
5,0.6,90,10,3,0.0,0.4,0.4895,0.1844,3
11,0.5,45,20,2,0.0,0.4,0.4895,0.1844,3
11,0.5,45,20,2,0.1,0.3,0.4895,0.1844,3
11,0.5,45,20,2,0.0,0.5,0.4895,0.1844,3
11,0.5,60,20,2,0.1,0.4,0.4895,0.1844,3
11,0.5,60,20,2,0.1,0.3,0.4895,0.1844,3
11,0.5,60,20,2,0.0,0.5,0.4895,0.1844,3
11,0.5,60,20,2,0.0,0.4,0.4895,0.1844,3
11,0.5,60,20,2,0.0,0.3,0.4895,0.1844,3
11,0.5,60,20,3,0.1,0.3,0.4895,0.1844,3
5,0.6,45,20,3,0.0,0.7,0.4895,0.1844,3
11,0.5,45,20,5,0.1,0.5,0.4895,0.1844,3
